product_name,product_type,sales_volume,price,sale_time,date,platform,brand,reviews,rating
Automated national structure,Mỹ phẩm,828,422.77,Tháng 5,2022-03-11,Shopee,SK-II,853,4.1
Future-proofed asymmetric methodology,Nước hoa nữ,3137,306.85,Tháng 7,2023-09-17,Lazada,Head & Shoulders,120,3.4
Digitized grid-enabled challenge,Đồ dùng nhà bếp,76,144.1,Tháng 3,2024-04-08,Shopee,Avène,956,3.4
Cloned zero administration Graphical User Interface,Dầu tẩy trang,2536,288.75,Tháng 8,2022-09-06,Shopee,Kiehl's,565,3.0
Multi-channeled high-level analyzer,Đồ chơi giáo dục,2456,211.97,Tháng 5,2022-07-15,Lazada,Revlon,771,2.3
Customer-focused 24/7 hub,Sản phẩm dưỡng tóc,3535,16.99,Tháng 9,2023-03-06,Shopee,Head & Shoulders,179,3.1
Business-focused attitude-oriented workforce,Đồ chơi,1797,458.15,Tháng 1,2024-04-25,Shopee,Sunsilk,399,1.8
Focused bi-directional challenge,Máy ảnh,4128,388.14,Tháng 8,2024-01-15,Lazada,Hada Labo,420,4.9
De-engineered methodical migration,Bột ăn dặm,3310,233.56,Tháng 5,2022-08-31,Lazada,L'Oréal Professionnel,557,1.5
Total zero tolerance archive,Đồ handmade,15,100.84,Tháng 2,2024-03-07,Shopee,Sally Hansen,134,4.5
Managed web-enabled groupware,Thực phẩm chức năng giảm cân,2488,173.11,Tháng 10,2022-02-23,Lazada,Dove,389,2.9
Programmable intangible concept,Mỹ phẩm hữu cơ,1422,347.71,Tháng 12,2023-01-20,Lazada,L'Oreal Elvive,508,4.0
Innovative bifurcated framework,Mì ăn liền,3102,200.09,Tháng 7,2024-08-14,Shopee,Tatcha,139,1.1
Cross-group bottom-line neural-net,Sản phẩm trị mụn,4893,332.74,Tháng 4,2022-01-27,Shopee,The Body Shop Tea Tree,909,3.2
Progressive interactive matrices,Máy sấy tóc,1631,435.23,Tháng 11,2024-08-02,Shopee,Samsung,851,2.7
Up-sized directional system engine,Sản phẩm làm trắng,3458,399.68,Tháng 5,2024-04-25,Shopee,Kraft,10,2.4
Enhanced needs-based matrix,Phấn phủ,2487,380.94,Tháng 10,2023-09-24,Shopee,Sony,153,3.0
Multi-channeled grid-enabled strategy,Sản phẩm làm đẹp,906,170.62,Tháng 7,2023-09-27,Lazada,Burt's Bees,402,4.4
Organic 4thgeneration collaboration,Sản phẩm dưỡng tóc,4875,493.37,Tháng 1,2022-12-09,Lazada,Olay,485,4.3
Team-oriented fault-tolerant analyzer,Sản phẩm chống lão hóa,1297,175.37,Tháng 2,2023-09-24,Shopee,Neutrogena,170,3.2
Reactive directional pricing structure,Đồ bơi,3937,336.99,Tháng 7,2022-10-14,Lazada,Avène,223,1.4
Distributed cohesive strategy,Sản phẩm làm đẹp,3348,392.97,Tháng 1,2023-12-31,Lazada,Fenty Beauty,504,3.5
Configurable grid-enabled frame,Đồ bơi,427,388.31,Tháng 8,2023-09-21,Lazada,Coty,926,3.2
Distributed multi-state superstructure,Sản phẩm chống gàu,2525,183.42,Tháng 1,2022-11-22,Shopee,L'Oreal Elvive,236,4.6
Diverse 24hour structure,Nước hoa hồng,1840,143.47,Tháng 5,2023-12-02,Lazada,Laneige,653,1.2
Stand-alone uniform orchestration,Mỹ phẩm trang điểm,1287,313.78,Tháng 2,2024-06-01,Shopee,Garnier SkinActive,147,4.2
Multi-tiered coherent functionalities,Nước tẩy trang,2886,323.27,Tháng 3,2022-02-22,Shopee,Clinique for Men,228,3.8
Enhanced 4thgeneration toolset,Gia dụng,1594,307.17,Tháng 10,2022-04-27,Shopee,Sunsilk,399,2.6
Optional fresh-thinking initiative,Bánh ngọt,702,122.5,Tháng 7,2022-03-31,Lazada,Dell,414,1.0
Proactive intermediate budgetary management,Sản phẩm làm mềm da,334,157.45,Tháng 5,2023-04-19,Lazada,Coca-Cola,17,2.1
Polarized asymmetric application,Bộ sản phẩm chăm sóc da,2381,460.26,Tháng 2,2024-08-29,Shopee,Anastasia Beverly Hills,2,1.0
Advanced intangible product,Sản phẩm công nghệ,697,115.27,Tháng 10,2021-12-25,Shopee,Tatcha,786,4.6
Grass-roots value-added circuit,Sản phẩm giảm cân,1305,145.64,Tháng 9,2024-09-17,Shopee,Avène,751,1.5
Visionary web-enabled attitude,Nước hoa nam,830,498.97,Tháng 10,2022-05-21,Lazada,Head & Shoulders,8,4.4
Future-proofed contextually-based capability,Đồ handmade,1212,215.63,Tháng 9,2023-06-05,Lazada,TIGI,578,3.6
Seamless user-facing initiative,Kem dưỡng,3298,351.93,Tháng 5,2022-01-20,Shopee,Estée Lauder,331,3.8
Seamless well-modulated challenge,Bút kẻ mắt,4044,45.99,Tháng 8,2023-05-25,Lazada,Yves Saint Laurent,560,1.2
Optimized homogeneous firmware,Sản phẩm chống lão hóa,3798,353.64,Tháng 1,2022-11-23,Lazada,Shiseido,339,4.9
Persistent global portal,Dầu tẩy trang,1537,198.71,Tháng 2,2023-12-25,Lazada,TIGI,344,3.3
Intuitive bifurcated Local Area Network,Sản phẩm dưỡng ẩm,208,378.71,Tháng 7,2023-09-30,Shopee,Essie,667,4.7
Extended tangible productivity,Đồ gỗ,2456,81.47,Tháng 3,2022-08-13,Lazada,TIGI,113,2.0
Reverse-engineered tangible database,Mỹ phẩm Hàn Quốc,4384,492.49,Tháng 9,2021-11-26,Shopee,Olay,575,2.6
Pre-emptive exuding architecture,Máy làm đẹp,1200,482.67,Tháng 9,2024-10-18,Shopee,Kraft,405,1.8
Assimilated asymmetric frame,Điện tử,3397,101.4,Tháng 10,2022-04-09,Lazada,Apple,947,4.3
Versatile cohesive access,Sản phẩm dưỡng móng,4337,326.44,Tháng 2,2022-10-18,Lazada,Dell,193,1.2
Cloned high-level data-warehouse,Bút kẻ mắt,2859,109.25,Tháng 2,2022-12-19,Shopee,TRESemmé,719,4.8
Right-sized value-added groupware,Sản phẩm xịt khoáng,2156,475.94,Tháng 10,2023-09-03,Shopee,Garnier,646,3.8
Exclusive hybrid interface,Sản phẩm làm mềm da,1450,117.78,Tháng 9,2023-07-14,Shopee,Huggies,358,4.5
Inverse analyzing hardware,Nước hoa,2505,304.66,Tháng 9,2023-11-22,Lazada,Missha,355,4.7
Pre-emptive local website,Đồ dùng nhà bếp,1494,91.52,Tháng 2,2024-02-19,Shopee,Pampers,158,4.3
Configurable multi-state encryption,Dầu gội,4535,338.99,Tháng 1,2022-09-18,Lazada,Hada Labo,936,4.0
Triple-buffered 24/7 task-force,Thiết bị văn phòng,2226,198.81,Tháng 9,2021-11-20,Shopee,Shu Uemura,454,2.0
Enterprise-wide maximized support,Thiết bị thể thao,3365,153.06,Tháng 3,2023-04-30,Lazada,Vichy,157,2.1
Reactive stable complexity,Sản phẩm chăm sóc da mặt,1450,42.2,Tháng 3,2023-06-03,Shopee,Bioré,279,4.4
Mandatory upward-trending circuit,Đồ ăn nhanh,2621,358.35,Tháng 6,2023-06-26,Lazada,Missha,208,1.0
Expanded client-server analyzer,Mỹ phẩm,4541,130.28,Tháng 10,2024-02-21,Shopee,L'Oréal Professionnel,653,3.3
De-engineered human-resource access,Sản phẩm hỗ trợ sinh lý,2253,399.0,Tháng 3,2022-10-07,Shopee,Innisfree,744,2.3
Devolved static moratorium,Máy lọc không khí,3581,159.16,Tháng 7,2024-08-30,Lazada,The Body Shop,293,3.1
Devolved modular open architecture,Sản phẩm làm đẹp,2530,142.12,Tháng 8,2024-09-14,Lazada,Yves Saint Laurent,455,2.9
Centralized encompassing productivity,Dầu xả,335,277.2,Tháng 1,2022-02-12,Lazada,Innisfree,690,4.6
Operative systematic framework,Dầu gội,2496,181.73,Tháng 2,2023-07-20,Lazada,Revlon,245,4.5
Enterprise-wide methodical emulation,Serum vitamin C,4737,374.86,Tháng 2,2024-07-01,Lazada,The Body Shop,975,4.4
Cross-platform attitude-oriented throughput,Sản phẩm giảm thâm,4731,65.33,Tháng 5,2023-11-12,Shopee,Pond's,194,1.8
Integrated intangible throughput,Sản phẩm dưỡng ẩm,229,380.88,Tháng 7,2022-05-31,Shopee,Fanta,23,1.2
Profit-focused tertiary adapter,Sách,4664,389.77,Tháng 2,2024-05-24,Shopee,Olay Regenerist,772,1.1
Reactive asynchronous complexity,Sản phẩm dưỡng móng,2220,208.0,Tháng 6,2022-11-23,Shopee,Olay,665,4.8
Vision-oriented bottom-line pricing structure,Sữa tắm,713,243.27,Tháng 11,2022-11-14,Lazada,Yves Saint Laurent,965,4.7
Down-sized clear-thinking workforce,Kem chống nắng vật lý,1681,11.8,Tháng 8,2024-06-27,Shopee,Lancôme,589,1.0
Versatile contextually-based success,Nước hoa nữ,2046,438.52,Tháng 1,2023-05-23,Lazada,Anastasia Beverly Hills,740,2.5
Enterprise-wide contextually-based knowledge user,Nước hoa nam,3311,256.96,Tháng 6,2024-10-17,Lazada,Drunk Elephant,794,1.1
Cross-group actuating matrix,Sản phẩm xịt khoáng,2032,468.81,Tháng 8,2022-02-04,Shopee,Estée Lauder,421,3.2
Reverse-engineered homogeneous website,Son môi,2371,61.67,Tháng 2,2022-07-07,Shopee,Smashbox,362,4.7
Vision-oriented explicit task-force,Đồ chơi,2056,190.2,Tháng 10,2024-03-09,Lazada,Head & Shoulders,430,1.6
Automated mission-critical encryption,Gel lô hội,4724,123.66,Tháng 2,2023-07-31,Lazada,Burt's Bees,435,3.8
Enterprise-wide upward-trending success,Bánh kẹo,3288,443.43,Tháng 4,2022-10-07,Lazada,Dove,895,2.1
Expanded bottom-line support,Sách,1746,111.56,Tháng 4,2022-02-06,Shopee,L'Oréal,429,4.9
Mandatory human-resource customer loyalty,Mặt nạ thiên nhiên,2920,193.12,Tháng 8,2023-10-01,Lazada,LG,834,1.6
Business-focused discrete capacity,Sản phẩm dưỡng tóc,1968,471.22,Tháng 6,2023-01-23,Shopee,Nivea Men,199,1.3
Front-line context-sensitive strategy,Sản phẩm làm sạch cơ thể,1072,257.23,Tháng 4,2024-03-31,Shopee,Nike,245,3.4
Focused exuding superstructure,Đồ trang trí,3288,220.04,Tháng 4,2024-09-07,Lazada,Simple,20,2.8
Self-enabling intangible encoding,Thực phẩm chức năng,4706,298.79,Tháng 6,2024-10-03,Shopee,Anastasia Beverly Hills,5,3.3
Horizontal mission-critical neural-net,Đồ chơi giáo dục,2526,244.95,Tháng 9,2023-02-24,Shopee,Simple,778,2.6
Compatible context-sensitive artificial intelligence,Serum vitamin C,2099,119.96,Tháng 1,2022-10-09,Shopee,Missha,492,3.5
Future-proofed eco-centric encryption,Máy lọc không khí,3017,336.38,Tháng 7,2024-04-21,Lazada,Chanel,174,3.7
Networked value-added implementation,Thiết bị âm thanh,4033,219.18,Tháng 9,2022-01-21,Shopee,Olay Regenerist,621,4.7
Visionary reciprocal data-warehouse,Thiết bị gia đình,956,311.59,Tháng 3,2022-11-15,Shopee,Althea,792,4.7
Cross-group 24/7 benchmark,Đồ gia dụng,3593,298.42,Tháng 6,2022-03-29,Shopee,Colgate,798,3.3
Mandatory coherent methodology,Sản phẩm chống gàu,4293,178.71,Tháng 8,2022-03-07,Lazada,Essie,530,3.5
Robust radical matrix,Văn phòng phẩm,1735,465.14,Tháng 12,2023-03-27,Lazada,L'Oreal Paris,718,2.2
Sharable multi-state array,Sản phẩm chăm sóc thú cưng,4910,103.39,Tháng 1,2022-04-25,Shopee,Almay,861,2.6
Organic 5thgeneration moderator,Nước hoa hồng,1748,156.91,Tháng 6,2023-07-27,Lazada,NARS,897,3.4
Streamlined full-range hierarchy,Nước hoa nam,2885,159.54,Tháng 6,2022-04-25,Shopee,Burt's Bees,295,1.0
Secured non-volatile capacity,Bột ăn dặm,4716,125.3,Tháng 11,2022-08-14,Shopee,Garnier SkinActive,173,2.5
Synergistic incremental success,Thực phẩm chức năng,3972,221.57,Tháng 5,2023-12-18,Shopee,Nivea,605,4.5
Innovative stable open system,Gia dụng,3388,163.44,Tháng 7,2024-05-11,Shopee,Physiogel,36,4.6
Cross-platform content-based synergy,Tinh chất dưỡng da,2275,147.12,Tháng 11,2023-06-22,Lazada,Benton,420,1.9
Innovative human-resource Graphic Interface,Nước hoa nữ,1330,472.0,Tháng 3,2024-02-24,Shopee,Make Up For Ever,124,4.7
De-engineered intangible emulation,Gel tắm,148,74.27,Tháng 7,2024-08-20,Lazada,Glade,376,1.5
Vision-oriented solution-oriented flexibility,Sản phẩm hỗ trợ sinh lý,2387,35.16,Tháng 11,2022-12-11,Shopee,SNAILWHITE,10,2.1
Centralized uniform focus group,Gel lô hội,1488,289.63,Tháng 8,2024-03-30,Lazada,Kraft,872,2.4
Ameliorated transitional superstructure,Sản phẩm tập thể dục,43,67.26,Tháng 2,2022-09-27,Shopee,Jojoba Oil,857,2.8
Ameliorated motivating ability,Sản phẩm giảm thâm,2822,381.24,Tháng 7,2024-07-07,Shopee,Colgate,880,4.7
Quality-focused executive intranet,Đồ dùng nhà bếp,131,380.18,Tháng 5,2023-02-03,Shopee,The Inkey List,147,1.7
Multi-lateral value-added adapter,Mỹ phẩm Nhật Bản,3380,325.99,Tháng 2,2023-03-14,Shopee,Burt's Bees,317,2.4
Programmable stable solution,Đồ uống,4905,213.01,Tháng 2,2022-10-15,Lazada,Freeman,65,3.2
Cross-platform impactful frame,Giày dép,1237,250.35,Tháng 2,2024-04-16,Lazada,MAC Cosmetics,388,1.4
Centralized solution-oriented hardware,Máy lọc không khí,3620,295.47,Tháng 2,2023-03-04,Lazada,Anastasia Beverly Hills,839,4.7
Devolved logistical definition,Sản phẩm bảo vệ môi trường,2951,215.43,Tháng 6,2023-12-11,Shopee,NARS,251,3.0
Team-oriented motivating system engine,Gel lô hội,928,234.5,Tháng 7,2022-08-27,Lazada,Anastasia Beverly Hills,646,2.2
Ameliorated 6thgeneration product,Phụ kiện điện thoại,3388,466.13,Tháng 6,2023-07-09,Lazada,Dove Men+Care,551,1.9
Switchable holistic standardization,Sản phẩm du lịch,4313,185.65,Tháng 4,2023-09-07,Lazada,Huda Beauty,491,4.4
Robust leadingedge challenge,Son bóng,2623,119.42,Tháng 7,2023-09-30,Shopee,The Ordinary,229,3.1
Multi-layered interactive intranet,Kem chống nắng hóa học,3055,284.93,Tháng 4,2022-07-07,Lazada,Sally Hansen,716,4.1
Multi-layered incremental protocol,Đồ chơi giáo dục,1739,275.27,Tháng 3,2022-02-14,Lazada,Missha,26,4.5
Fully-configurable mission-critical emulation,Sữa tắm,1930,129.44,Tháng 8,2023-11-21,Shopee,Shiseido,342,2.8
Multi-lateral neutral projection,Đồ chơi giáo dục,4731,442.76,Tháng 6,2021-11-19,Shopee,Anastasia Beverly Hills,497,1.9
Innovative attitude-oriented project,Bộ sản phẩm chăm sóc da,2040,385.72,Tháng 3,2022-02-13,Lazada,Pond's,134,1.8
Quality-focused solution-oriented hub,Điện thoại thông minh,4562,452.67,Tháng 3,2023-09-25,Lazada,Olay,486,3.5
Automated tertiary core,Serum retinol,3378,103.03,Tháng 12,2022-05-24,Lazada,Physiogel,342,3.1
Persevering well-modulated ability,Sản phẩm dưỡng móng,4726,298.24,Tháng 1,2023-01-13,Shopee,Apple,596,4.2
Enhanced object-oriented approach,Thực phẩm chức năng,2966,127.67,Tháng 6,2024-03-05,Shopee,Uniqlo,403,3.2
Automated analyzing task-force,Máy ảnh,302,340.93,Tháng 11,2023-10-03,Lazada,Smashbox,674,3.9
Team-oriented zero-defect functionalities,Sản phẩm chống lão hóa,937,11.94,Tháng 6,2022-03-23,Shopee,Pampers,868,2.1
Right-sized empowering utilization,Sản phẩm chống gàu,4767,247.5,Tháng 7,2023-04-26,Shopee,Axe,434,3.5
Realigned motivating orchestration,Máy sấy tóc,4540,33.94,Tháng 7,2022-08-24,Lazada,CeraVe,538,1.2
Multi-channeled object-oriented focus group,Sản phẩm tập thể dục,1494,284.98,Tháng 6,2022-03-12,Shopee,Olay,538,2.4
Configurable real-time paradigm,Thực phẩm chức năng giảm cân,2330,381.05,Tháng 5,2022-07-25,Shopee,L'Oreal Elvive,827,3.0
Extended well-modulated structure,Đồ dùng học tập,1479,122.22,Tháng 11,2022-03-22,Shopee,Axe,667,3.0
Exclusive executive parallelism,Sản phẩm xịt khoáng,4361,332.12,Tháng 9,2024-07-15,Shopee,Huggies,157,1.7
Multi-tiered didactic open architecture,Mỹ phẩm trang điểm,3197,220.24,Tháng 7,2024-01-25,Lazada,Kose,449,4.4
Ameliorated responsive pricing structure,Đồ dùng học tập,244,141.79,Tháng 6,2022-06-22,Lazada,The Ordinary,389,4.1
De-engineered mobile utilization,Sản phẩm tập thể dục,100,486.08,Tháng 12,2022-06-03,Shopee,Garnier Fructis,668,4.7
Horizontal secondary toolset,Phấn phủ,1318,24.46,Tháng 2,2024-01-01,Lazada,Sally Hansen,320,3.3
Adaptive executive toolset,Sản phẩm dưỡng móng,3181,363.05,Tháng 4,2022-02-14,Lazada,MAC Cosmetics,151,2.5
Progressive analyzing process improvement,Mỹ phẩm Nhật Bản,3521,306.31,Tháng 3,2024-05-21,Shopee,SNAILWHITE,97,3.5
Triple-buffered bifurcated instruction set,Dầu tẩy trang,1848,409.62,Tháng 7,2024-01-05,Shopee,Make Up For Ever,695,1.1
Re-contextualized fault-tolerant product,Mặt nạ ngủ,1361,306.94,Tháng 7,2022-10-05,Lazada,Almay,239,4.6
Face-to-face asynchronous Graphical User Interface,Đồ dùng học tập,2002,436.4,Tháng 3,2022-08-18,Shopee,Sally Hansen,940,1.7
Organic asynchronous interface,Sản phẩm làm sạch,2419,25.49,Tháng 6,2024-02-20,Shopee,The Inkey List,150,3.8
Ergonomic bandwidth-monitored parallelism,Sản phẩm làm sạch cơ thể,1607,59.76,Tháng 5,2022-05-24,Shopee,Himalaya,948,3.4
Multi-tiered real-time intranet,Nước hoa,1051,213.54,Tháng 7,2024-03-23,Lazada,L'Oréal Professionnel,160,1.8
Innovative bottom-line knowledge user,Thiết bị thể thao,2790,33.33,Tháng 3,2022-09-26,Lazada,Bobbi Brown,96,2.3
User-friendly exuding complexity,Tinh chất dưỡng da,2278,304.83,Tháng 10,2024-01-22,Shopee,Garnier,300,4.8
Compatible logistical synergy,Đồ bơi,1318,487.5,Tháng 5,2022-08-18,Shopee,Muji,856,2.2
Networked leadingedge approach,Sản phẩm xịt khoáng,4070,283.49,Tháng 4,2023-04-21,Lazada,Dove Purely Pampering,365,1.4
Programmable content-based workforce,Sản phẩm dưỡng tóc,214,24.71,Tháng 7,2024-08-13,Shopee,TRESemmé,980,1.7
Sharable stable workforce,Mỹ phẩm châu Âu,3883,148.46,Tháng 2,2022-09-04,Lazada,Althea,216,1.1
Synergistic contextually-based capability,Sản phẩm bảo vệ môi trường,434,80.41,Tháng 5,2022-10-03,Lazada,Uniqlo,937,3.4
Sharable executive task-force,Sản phẩm làm sạch,1840,164.9,Tháng 10,2024-05-18,Lazada,Nivea Men,987,3.5
Cross-platform grid-enabled installation,Đồ dùng học tập,1904,453.53,Tháng 7,2023-01-12,Lazada,Nike,125,2.1
Business-focused contextually-based orchestration,Đồ chơi,1401,397.19,Tháng 9,2023-04-20,Lazada,Coca-Cola,886,3.9
Open-source object-oriented success,Kem chống nắng vật lý,2889,39.1,Tháng 11,2021-12-19,Lazada,Clinique,449,3.5
Realigned optimal application,Sản phẩm chống lão hóa,3358,407.47,Tháng 3,2022-03-10,Shopee,Estée Lauder,332,1.6
Team-oriented multi-tasking contingency,Thực phẩm chức năng giảm cân,3217,238.3,Tháng 9,2021-12-03,Shopee,Paula's Choice,473,4.5
Triple-buffered bandwidth-monitored Graphical User Interface,Serum retinol,4598,254.45,Tháng 3,2021-12-10,Lazada,The Inkey List,635,3.1
User-friendly upward-trending hardware,Phụ kiện thời trang,4480,315.19,Tháng 10,2023-01-24,Shopee,TIGI,358,3.4
Advanced eco-centric forecast,Nội thất,567,275.58,Tháng 10,2024-05-20,Lazada,Clinique,286,3.8
Diverse responsive emulation,Thiết bị chiếu sáng,123,65.64,Tháng 12,2024-03-16,Lazada,Bobbi Brown,420,4.2
Profound attitude-oriented adapter,Sản phẩm chống lão hóa,988,117.55,Tháng 6,2023-07-04,Shopee,Garnier SkinActive,935,2.6
Streamlined optimal pricing structure,Mỹ phẩm,311,211.81,Tháng 7,2021-11-26,Lazada,MAC Cosmetics,962,3.5
Programmable high-level matrices,Máy ảnh,2823,243.57,Tháng 8,2023-05-26,Shopee,Dr. Jart+,983,1.6
Sharable solution-oriented open architecture,Đồ dùng nhà bếp,3589,489.36,Tháng 12,2024-08-31,Lazada,L'Oreal Paris,847,3.3
Balanced real-time portal,Nước hoa nữ,567,374.48,Tháng 4,2024-05-27,Shopee,Huggies,492,2.1
Monitored multi-state attitude,Sản phẩm làm sạch cơ thể,685,129.8,Tháng 11,2024-07-30,Shopee,Physiogel,101,4.8
Profit-focused high-level policy,Sản phẩm làm sạch cơ thể,4364,240.99,Tháng 3,2023-01-24,Lazada,Fanta,851,2.4
Implemented local functionalities,Dầu gội,2761,323.91,Tháng 2,2023-03-28,Lazada,Dove Body Wash,211,2.4
Seamless local hierarchy,Phụ kiện điện thoại,781,210.57,Tháng 8,2024-08-13,Shopee,Tatcha,995,3.1
Function-based asymmetric standardization,Sản phẩm xịt khoáng,3466,173.38,Tháng 8,2021-11-28,Shopee,Drunk Elephant,806,3.2
Diverse well-modulated ability,Đồ chơi,1330,498.46,Tháng 5,2022-04-11,Lazada,Pond's,267,4.6
Centralized user-facing Local Area Network,Sản phẩm dưỡng móng,552,36.81,Tháng 3,2023-06-22,Lazada,Dr. Jart+,891,3.0
Focused neutral matrix,Sản phẩm giảm cân,3050,154.64,Tháng 11,2023-09-16,Shopee,Zalora,669,1.7
Fully-configurable background definition,Sản phẩm công nghệ,4085,462.84,Tháng 1,2024-06-01,Shopee,Vichy,220,3.8
Organized user-facing customer loyalty,Sản phẩm hỗ trợ sinh lý,785,293.03,Tháng 1,2023-08-23,Lazada,Benefit Cosmetics,260,2.5
Versatile uniform matrices,Đồ handmade,635,351.05,Tháng 5,2022-09-09,Shopee,Drunk Elephant,181,3.7
Advanced incremental interface,Mặt nạ ngủ,3323,175.16,Tháng 10,2023-05-01,Shopee,Estée Lauder,805,4.4
Versatile tangible data-warehouse,Mặt nạ ngủ,3447,177.53,Tháng 7,2022-08-25,Lazada,Tony Moly,219,3.1
